epoch,cur_lr,train_loss,val_loss,acc
0,0.001,2.788011573,1.09638381,36.1761
1,0.001,1.761964507,1.096387625,36.1761
2,0.001,1.799550124,1.093855262,36.1761
3,0.001,0.981996795,3.99263978,26.1392
4,0.001,1.704420346,1.091929793,36.1761
5,0.001,1.098672291,1.091861486,38.9778
6,0.001,1.029473602,1.65942657,26.1392
7,0.0006,1.472040421,1.076833606,36.8534
8,0.0006,1.093124337,1.075113535,37.7771
9,0.0006,1.097441015,1.070987344,37.5616
1,0.00036,1.077082445,1.068831801,37.6539
1,0.00036,1.071881582,1.064989328,37.8387
1,0.00036,1.04824487,1.010391712,47.2291
1,0.000216,0.99899337,0.975149274,47.4138
1,0.000216,0.976120359,0.922896862,55.1416
1,0.000216,0.919528237,0.901898921,46.3054
1,0.000216,0.905446063,0.860036135,61.6379
1,0.000216,0.855680202,0.930984616,39.101
1,0.000216,0.914223881,0.827941358,63.3005
1,0.000216,0.830735371,0.791778982,68.1342
2,0.000216,0.938805318,0.833562136,51.3547
2,0.000216,0.835345933,0.779664755,68.5653
2,0.000216,0.794521177,0.757350504,71.3054
2,0.000216,0.769149615,0.747072518,70.8128
2,0.000216,0.75288048,0.712697268,73.7069
2,0.000216,0.723376383,0.691606164,74.2919
2,0.000216,0.699001344,0.667804182,76.7549
2,0.000216,0.687131776,0.645451546,76.3547
2,0.000216,0.668113295,1.52913332,37.1921
2,0.000216,0.743292878,0.601771832,77.617
3,0.000216,0.735708121,0.660559952,65.7328
3,0.000216,0.651418904,0.587898076,78.8177
3,0.000216,0.597049451,0.560430467,80.3264
3,0.000216,0.573888697,0.541680515,81.1884
3,0.000216,0.548050685,0.545179844,79.649
3,0.000216,0.564134398,0.51265353,81.5579
3,0.000216,0.526359013,0.489597499,82.7278
3,0.000216,0.460270736,1.79116416,41.7796
3,0.000216,0.589943128,0.515693843,80.2956
3,0.000216,0.510846146,0.46171096,83.5283
4,0.000216,0.475280412,0.446018785,84.2057
4,0.0001296,0.455062533,0.433678746,84.6983
4,0.0001296,0.443621629,0.424881518,84.9446
4,0.0001296,0.436489708,0.416235685,85.1909
4,0.0001296,0.423245885,0.407507062,85.6527
4,0.0001296,0.426385084,0.403627992,85.8066
4,0.0001296,0.409821053,0.393977255,86.2685
4,0.0001296,0.407328584,0.404729962,85.8682
4,0.0001296,0.409484126,0.387831688,86.484
4,0.0001296,0.395623582,0.378889769,86.7919
5,0.0001296,0.388268709,0.373550177,87.0998
5,0.0001296,0.381590111,0.368213177,87.4384
5,0.0001296,0.389024215,0.377529353,86.7303
5,0.0001296,0.380581518,0.3624506,87.5616
5,0.0001296,0.365351949,0.356118619,87.8695
5,0.0001296,0.355806614,0.35149461,87.9926
5,0.0001296,0.350676649,0.346586525,88.2697
5,0.0001296,0.345758174,0.344157368,88.0542
5,0.0001296,0.343229662,0.338991761,88.1773
5,0.0001296,0.336843647,0.334364504,88.516
6,0.0001296,0.323941331,0.331802756,88.2697
6,0.0001296,0.326403508,0.329060346,88.3313
6,0.0001296,0.322352955,0.323364168,88.516
6,0.0001296,0.315676123,0.320706785,88.6392
6,0.0001296,0.314286763,0.317305148,88.7623
6,0.0001296,0.308397187,0.31316337,88.8855
6,0.0001296,0.304659571,0.33810246,87.7155
6,0.0001296,0.304288604,0.309735537,89.0394
6,0.0001296,0.290612232,0.304938287,89.1626
6,0.0001296,0.286493352,0.300321668,89.3781
7,0.0001296,0.287237026,0.298951596,89.3473
7,0.0001296,0.276249229,0.298282832,89.7168
7,0.0001296,0.283835337,0.293680966,89.686
7,0.0001296,0.27569109,0.29052183,89.9323
7,0.0001296,0.269866975,0.28681618,90.117
7,0.0001296,0.257140558,0.28820017,90.0862
7,0.0001296,0.259181702,0.394918352,84.5751
7,0.0001296,0.283008759,0.282956839,90.117
7,0.0001296,0.259312894,0.279831618,90.3017
7,7.78E-05,0.246940755,0.26964879,90.2709
8,7.78E-05,0.242591774,0.266824484,90.3633
8,7.78E-05,0.241466058,0.267965138,90.3325
8,7.78E-05,0.238419198,0.263825893,90.3941
