epoch,cur_lr,train_loss,val_loss,valid_acc,train_acc
1,0.001,2.1796026453375816,2.0094834168752036,0.30909091234207153,0.30909091234207153
2,0.001,1.881863348186016,1.8370383183161418,0.33636364340782166,0.33636364340782166
3,0.001,1.760592095553875,1.7523802717526753,0.38181817531585693,0.38181817531585693
4,0.001,1.717415601015091,1.7321349183718364,0.3909091055393219,0.3909091055393219
5,0.001,1.660730630159378,1.6914851665496826,0.4636363685131073,0.4636363685131073
6,0.001,1.59597510099411,1.6546441117922466,0.4787878692150116,0.4787878692150116
7,0.001,1.5353952124714851,1.6174906690915425,0.47575756907463074,0.47575756907463074
8,0.001,1.4915261194109917,1.5693550904591878,0.48181816935539246,0.48181816935539246
9,0.001,1.4750269800424576,1.539179543654124,0.5060606002807617,0.5060606002807617
10,0.001,1.4793736636638641,1.5197659730911255,0.4787878692150116,0.4787878692150116
11,0.001,1.3960371389985085,1.490211586157481,0.5151515007019043,0.5151515007019043
12,0.001,1.371492549777031,1.4649899403254192,0.5121212005615234,0.5121212005615234
13,0.001,1.3460042923688889,1.4174214502175648,0.5257575511932373,0.5257575511932373
14,0.001,1.2870179861783981,1.373574157555898,0.5303030014038086,0.5303030014038086
15,0.001,1.2565398886799812,1.3664045929908752,0.5272727012634277,0.5272727012634277
16,0.001,1.2263510525226593,1.3506517608960469,0.5363636612892151,0.5363636612892151
17,0.001,1.1798295229673386,1.308913032213847,0.5287878513336182,0.5287878513336182
18,0.001,1.165051445364952,1.3240267137686412,0.5287878513336182,0.5287878513336182
19,0.001,1.1563447266817093,1.2837612132231395,0.539393961429596,0.539393961429596
20,0.001,1.1411872394382954,1.2720979452133179,0.5590909123420715,0.5590909123420715
21,0.001,1.0962550230324268,1.246366838614146,0.539393961429596,0.539393961429596
22,0.001,1.0946458540856838,1.2553635239601135,0.5515151619911194,0.5515151619911194
23,0.001,1.0536459423601627,1.2132561405499775,0.5333333611488342,0.5333333611488342
24,0.001,1.0326808951795101,1.209661493698756,0.5454545617103577,0.5454545617103577
25,0.001,0.9983286522328854,1.2039507230122883,0.5242424011230469,0.5242424011230469
26,0.001,0.9840763248503208,1.2131048440933228,0.5378788113594055,0.5378788113594055
27,0.001,0.9930952712893486,1.2056867082913716,0.5469697117805481,0.5469697117805481
28,0.001,0.9446942061185837,1.1971537272135417,0.5590909123420715,0.5590909123420715
29,0.001,0.9366691000759602,1.1649569769700368,0.550000011920929,0.550000011920929
30,0.001,0.9430545642971992,1.191711813211441,0.5454545617103577,0.5454545617103577
31,0.001,0.9025763794779778,1.1413241724173229,0.5484848618507385,0.5484848618507385
32,0.001,0.9011780023574829,1.155242790778478,0.5469697117805481,0.5469697117805481
33,0.001,0.8724532760679722,1.107725868622462,0.5469697117805481,0.5469697117805481
34,0.001,0.8621310107409954,1.120267540216446,0.5772727131843567,0.5772727131843567
35,0.001,0.8609434179961681,1.15060559908549,0.5575757622718811,0.5575757622718811
36,0.001,0.8607539497315884,1.1057011187076569,0.571212112903595,0.571212112903595
37,0.001,0.856162790209055,1.136769046386083,0.5621212124824524,0.5621212124824524
38,0.001,0.8203819096088409,1.108885218699773,0.5727272629737854,0.5727272629737854
39,0.001,0.8121917396783829,1.1186175445715587,0.5727272629737854,0.5727272629737854
40,0.001,0.8186326213181019,1.1218857566515605,0.5772727131843567,0.5772727131843567
41,0.001,0.7660775296390057,1.0923797885576885,0.5666666626930237,0.5666666626930237
42,0.001,0.7661847770214081,1.110788365205129,0.5681818127632141,0.5681818127632141
43,0.001,0.7558978162705898,1.164922793706258,0.5803030133247375,0.5803030133247375
44,0.001,0.7485943026840687,1.129607876141866,0.571212112903595,0.571212112903595
45,0.001,0.7334346920251846,1.104959746201833,0.5666666626930237,0.5666666626930237
