epoch,cur_lr,train_loss,val_loss,acc
1,0.001,42.2951588403611,32.637339213242136,0.8348484635353088
2,0.001,32.28823983953113,22.96636325120926,0.8787878751754761
3,0.001,16.986034674303873,37.99617570887009,0.8931818008422852
4,0.001,17.95598952543168,27.994624953716993,0.9037878513336182
5,0.001,9.869235261565162,9.079471316188574,0.9037878513336182
6,0.001,7.7478467637584325,13.538881105681261,0.9151515364646912
7,0.001,3.5774100862798237,5.556762743741274,0.9060605764389038
8,0.001,2.4463226184958504,11.810211127934357,0.9151515364646912
9,0.001,3.1138912453537895,7.075660624851783,0.918181836605072
10,0.001,2.1951040100483667,7.072265915572643,0.9212121367454529
11,0.001,2.1604365961892262,5.07052009863158,0.925000011920929
12,0.001,0.9196782956520716,6.285283884964883,0.9212121367454529
13,0.001,1.3589965608857928,3.278659284735719,0.9189394116401672
14,0.001,0.977773667091415,5.2011640832449,0.9189394116401672
15,0.001,1.849179622672853,3.7712299413979053,0.9212121367454529
16,0.0006,0.8409200690331913,3.127180869380633,0.9234848618507385
17,0.0006,0.3971968857305391,2.8927142415195704,0.9265151619911194
18,0.0006,0.3066475047242074,2.922571170454224,0.9280303120613098
19,0.0006,0.24582002311944962,2.703069174041351,0.9257575869560242
20,0.0006,0.19314663218600409,2.58081412439545,0.9280303120613098
21,0.0006,0.20440432979237466,2.467466278001666,0.925000011920929
22,0.0006,0.21497721437897002,2.430643731417755,0.9219697117805481
23,0.0006,0.14880584996371043,2.5993595231945315,0.9212121367454529
24,0.0006,0.19856572257620947,2.5475820392991104,0.9204545617103577
25,0.0006,0.14701257486428534,2.6276657407482467,0.9265151619911194
26,0.0006,0.17696530868609747,2.4712325079987445,0.925000011920929
27,0.0006,0.16322245732659385,2.33024904721727,0.9272727370262146
28,0.0006,0.15427832695699872,2.409442620972792,0.9280303120613098
29,0.00035999999999999997,0.2941269689195213,2.3736849734559655,0.928787887096405
30,0.00035999999999999997,0.11604758068209603,2.394109332623581,0.9318181872367859
31,0.00035999999999999997,0.13885177636430376,2.3343975512931743,0.9325757622718811
32,0.00035999999999999997,0.1880137725245385,2.310440380126238,0.9340909123420715
33,0.00035999999999999997,0.49227114234651836,2.197124640457332,0.9340909123420715
34,0.00021599999999999996,0.14094361875738418,2.166325912810862,0.9340909123420715
35,0.00021599999999999996,0.07565656464014735,2.1838299008086324,0.9325757622718811
36,0.00021599999999999996,0.20348608458325976,2.1269851196557283,0.9333333373069763
37,0.00021599999999999996,0.09820748528554327,2.0942726911356053,0.9363636374473572
38,0.00021599999999999996,0.08962620315807206,2.0922388676553965,0.9363636374473572
39,0.00012959999999999998,0.08157256493965785,2.0936163924634457,0.935606062412262
40,0.00012959999999999998,0.07504969879630066,2.0980127016082406,0.9348484873771667
41,0.00012959999999999998,0.08015444094226473,2.1002814257517457,0.935606062412262
42,0.00012959999999999998,0.07650773262693769,2.101000434408585,0.9363636374473572
43,0.00012959999999999998,0.10116720767248244,2.0962737215061984,0.935606062412262
44,7.775999999999999e-05,0.12891467057523273,2.090020027011633,0.935606062412262
45,7.775999999999999e-05,0.06728326680050009,2.0849290306990347,0.9363636374473572
46,7.775999999999999e-05,0.06385670265271551,2.0907536850621304,0.9363636374473572
47,7.775999999999999e-05,0.06886828566590945,2.099751421560844,0.9363636374473572
48,7.775999999999999e-05,0.10594578992043223,2.111754572329422,0.9363636374473572
49,7.775999999999999e-05,0.05713625713473275,2.1145950412998595,0.9371212124824524
50,7.775999999999999e-05,0.15614322164938563,2.078888311671714,0.9363636374473572
51,7.775999999999999e-05,0.06630404568499043,1.9807589277625084,0.935606062412262
52,7.775999999999999e-05,0.09037080442621595,1.9756315648555756,0.935606062412262
53,4.665599999999999e-05,0.1142306084788981,1.9802566803991795,0.935606062412262
54,4.665599999999999e-05,0.06466529287752651,1.9862354760989547,0.9348484873771667
55,4.665599999999999e-05,0.06023562761644522,1.9875488902131717,0.9348484873771667
56,2.7993599999999992e-05,0.11974074354483968,1.9956031423062086,0.935606062412262
57,2.7993599999999992e-05,0.08050541366849627,1.9969118259226282,0.935606062412262
