epoch,cur_lr,train_loss,val_loss,acc
0,0.001,1.1537912560672294,0.782221257686615,0.7467548847198486
1,0.001,0.730368479965179,0.6057483813455028,0.7956222891807556
2,0.001,0.6017806450041329,0.5549342622680049,0.8131840229034424
3,0.001,0.519996449957049,0.5205048639928141,0.8220921158790588
4,0.001,0.4680771631438558,0.49759368261983317,0.8284550905227661
5,0.001,0.41763820711190136,0.5163036382967426,0.8401628732681274
6,0.001,0.38337845385559205,0.5049813303255266,0.8416900038719177
7,0.001,0.3626580848926451,0.5006673066846786,0.8460168242454529
8,0.001,0.34071051686759884,0.4993500661465429,0.8490710258483887
9,0.001,0.3173229740402563,0.48951334818716974,0.8493255376815796
10,0.001,0.32088184792821,0.5220937411631307,0.8488165140151978
11,0.001,0.30326602783629564,0.5402338418268389,0.8498345613479614
12,0.001,0.27635989671315603,0.5422589519331532,0.8536523580551147
13,0.001,0.27466279831601353,0.5588544030343333,0.8536523580551147
14,0.001,0.26723962670903867,0.5558581900212073,0.8536523580551147
15,0.001,0.24597968851647725,0.5766897115015215,0.8546704053878784
16,0.001,0.24027856778565462,0.5947123371785686,0.855942964553833
17,0.001,0.23430910312790212,0.578159345734504,0.858233630657196
18,0.001,0.22906939212868854,0.6341373728167626,0.8572155833244324
19,0.001,0.20789910398605393,0.6087632102351035,0.8612878322601318
20,0.001,0.20009308344707255,0.6199624648978633,0.8620514273643494
21,0.001,0.20004740151447978,0.6633444707239827,0.8615424036979675
22,0.001,0.1982725813257985,0.6425293136027551,0.8643420934677124
23,0.001,0.19493110841367303,0.6444531352289261,0.8640875816345215
24,0.001,0.19578292717536291,0.6201170711748062,0.863069474697113
25,0.001,0.19882977899254822,0.6076745265914548,0.865614652633667
26,0.001,0.18756646656893133,0.6523252432384798,0.8615424036979675
27,0.001,0.18237996052920333,0.6475941644560906,0.863323986530304
28,0.001,0.1734352525535638,0.6655039777678828,0.8600152730941772
29,0.001,0.17856953844306914,0.6769517410186029,0.8651056289672852
30,0.001,0.16241257880034485,0.7206860598056547,0.8620514273643494
