epoch,cur_lr,train_loss,val_loss,acc
0,0.001,1.3663147616386413,0.8775504598250756,0.7305164337158203
1,0.001,0.8275961375236511,0.6696505088072556,0.7940531969070435
2,0.001,0.6893784558773041,0.5904515844125015,0.8203442692756653
3,0.001,0.6292129850387573,0.5334097834733816,0.8378716707229614
4,0.001,0.5785947978496552,0.49718860250252944,0.846009373664856
5,0.001,0.537376412153244,0.47358715992707473,0.855086088180542
6,0.001,0.5138501662015915,0.4444360641332773,0.8616588711738586
7,0.001,0.49286108911037446,0.41005391111740697,0.8685445785522461
8,0.001,0.46955122888088224,0.406973102918038,0.8738654255867004
9,0.001,0.4571400773525238,0.4061677960249094,0.8766823410987854
10,0.001,0.4332944536209106,0.377594897380242,0.8779342770576477
11,0.001,0.42560850977897646,0.3578767799414121,0.8785602450370789
12,0.001,0.39767424821853636,0.3399259081253639,0.8863849639892578
13,0.001,0.39180435359477994,0.32199106078881484,0.89327073097229
14,0.001,0.3718515753746033,0.3100285782263829,0.8929577469825745
15,0.001,0.3605183079838753,0.2964839476805467,0.8985915780067444
16,0.001,0.35772990226745605,0.3001588537142827,0.8998435139656067
17,0.001,0.3391125524044037,0.28917360305786133,0.9017214179039001
18,0.001,0.33606427609920503,0.28928142671401685,0.9051643013954163
19,0.001,0.3221015498042107,0.27165041405421037,0.9082942008972168
20,0.001,0.31302222192287443,0.2485601122562702,0.9142410159111023
21,0.001,0.29086548268795015,0.24010764177028948,0.9145539999008179
22,0.001,0.2944530564546585,0.24221452726767614,0.9170579314231873
23,0.001,0.2780591970682144,0.22186484130529258,0.9205007553100586
24,0.001,0.2734936898946762,0.21292900122129,0.9270735383033752
25,0.001,0.2682743138074875,0.20966585553609407,0.9286385178565979
26,0.001,0.25182409763336183,0.1945195312683399,0.9330203533172607
27,0.001,0.24287204325199127,0.193774096094645,0.9361502528190613
28,0.001,0.23854611933231354,0.18684432483636415,0.9367762207984924
29,0.001,0.23844609081745147,0.18042396295529145,0.9345852732658386
30,0.001,0.22529810070991516,0.1757204131438182,0.9374021887779236
31,0.001,0.22010138630867004,0.16688183236580628,0.9480438232421875
32,0.001,0.20963240951299666,0.16187594888301995,0.9464788436889648
33,0.001,0.205392549932003,0.1564400173150576,0.9455398917198181
34,0.001,0.20167055889964103,0.15265881957916114,0.9446009397506714
35,0.001,0.1920346662402153,0.14432059343044573,0.9533646106719971
36,0.001,0.18976750016212462,0.13997039657372695,0.9568074941635132
37,0.001,0.1835391652584076,0.1349277628155855,0.9602503776550293
38,0.001,0.1787372887134552,0.1312288693510569,0.9605633616447449
39,0.001,0.17318717271089554,0.12445271072479394,0.9624413251876831
40,0.001,0.17348106250166892,0.12181986983005817,0.9665101766586304
41,0.001,0.1705769331753254,0.11408496017639454,0.9661971926689148
42,0.001,0.16335006609559058,0.12051620105138192,0.964006245136261
43,0.001,0.15634799376130104,0.10798509361652228,0.9702660441398621
44,0.001,0.15464934185147286,0.10442995222715232,0.9712049961090088
45,0.001,0.149896779358387,0.10365481388110381,0.9712049961090088
46,0.001,0.14686801731586457,0.1030853519646021,0.9721439480781555
47,0.001,0.14297423824667932,0.10219977681453411,0.9708920121192932
48,0.001,0.13656449273228646,0.09549118005312406,0.9740219116210938
49,0.001,0.13842519164085387,0.0951999294070097,0.9746478796005249
50,0.001,0.1325452920794487,0.09040557449826828,0.9755868315696716
51,0.001,0.1461697904765606,0.08554505814726536,0.9758998155593872
52,0.001,0.13479905024170877,0.0909366885629984,0.9771518111228943
53,0.001,0.1306338131427765,0.08313928745113887,0.9762128591537476
54,0.001,0.12907442569732666,0.08369020687846038,0.9818466305732727
55,0.001,0.11979096546769143,0.08103290501122291,0.9768388271331787
56,0.001,0.11435310915112495,0.07408256456255913,0.9821596145629883
57,0.001,0.11587009459733963,0.07656840034402333,0.9802817106246948
58,0.001,0.11395338803529739,0.07743782464128274,0.9805946946144104
59,0.001,0.11613255962729455,0.07390771405054973,0.9815336465835571
